timestamp, name, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.used [MiB], compute_mode
2022/04/06 00:30:19.954, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:30:20.955, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:30:21.956, Tesla T4, 77, 100 %, 67 %, 11322 MiB, Default
2022/04/06 00:30:22.958, Tesla T4, 77, 99 %, 38 %, 11322 MiB, Default
2022/04/06 00:30:23.959, Tesla T4, 77, 100 %, 36 %, 11322 MiB, Default
2022/04/06 00:30:24.960, Tesla T4, 77, 100 %, 42 %, 11322 MiB, Default
2022/04/06 00:30:25.961, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:30:26.962, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:30:27.964, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:30:28.965, Tesla T4, 77, 100 %, 66 %, 11322 MiB, Default
2022/04/06 00:30:29.966, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:30:30.967, Tesla T4, 77, 100 %, 46 %, 11322 MiB, Default
2022/04/06 00:30:31.968, Tesla T4, 77, 82 %, 50 %, 11322 MiB, Default
2022/04/06 00:30:32.969, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:30:33.970, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:30:34.970, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:30:35.971, Tesla T4, 77, 100 %, 48 %, 11322 MiB, Default
2022/04/06 00:30:36.972, Tesla T4, 77, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:30:37.973, Tesla T4, 77, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:30:38.974, Tesla T4, 77, 83 %, 50 %, 11322 MiB, Default
2022/04/06 00:30:39.975, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:30:40.977, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:30:41.977, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:30:42.979, Tesla T4, 77, 100 %, 65 %, 11322 MiB, Default
2022/04/06 00:30:43.980, Tesla T4, 77, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:30:44.980, Tesla T4, 77, 100 %, 35 %, 11322 MiB, Default
2022/04/06 00:30:45.982, Tesla T4, 77, 93 %, 49 %, 11322 MiB, Default
2022/04/06 00:30:46.983, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:30:47.984, Tesla T4, 77, 100 %, 37 %, 11322 MiB, Default
2022/04/06 00:30:48.985, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:30:49.986, Tesla T4, 77, 100 %, 42 %, 11322 MiB, Default
2022/04/06 00:30:50.986, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:30:51.988, Tesla T4, 77, 100 %, 63 %, 11322 MiB, Default
2022/04/06 00:30:52.988, Tesla T4, 77, 83 %, 49 %, 11322 MiB, Default
2022/04/06 00:30:53.989, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:30:54.991, Tesla T4, 77, 100 %, 37 %, 11322 MiB, Default
2022/04/06 00:30:55.992, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:30:56.993, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:30:57.995, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:30:58.996, Tesla T4, 77, 100 %, 51 %, 11322 MiB, Default
2022/04/06 00:30:59.997, Tesla T4, 77, 83 %, 51 %, 11322 MiB, Default
2022/04/06 00:31:00.998, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:31:02.000, Tesla T4, 77, 83 %, 50 %, 11322 MiB, Default
2022/04/06 00:31:03.000, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:31:04.001, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:31:05.003, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:31:06.004, Tesla T4, 77, 100 %, 64 %, 11322 MiB, Default
2022/04/06 00:31:07.005, Tesla T4, 78, 99 %, 39 %, 11322 MiB, Default
2022/04/06 00:31:08.006, Tesla T4, 77, 100 %, 36 %, 11322 MiB, Default
2022/04/06 00:31:09.008, Tesla T4, 77, 97 %, 41 %, 11322 MiB, Default
2022/04/06 00:31:10.009, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:31:11.010, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:31:12.012, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:31:13.013, Tesla T4, 77, 100 %, 70 %, 11322 MiB, Default
2022/04/06 00:31:14.014, Tesla T4, 76, 93 %, 49 %, 11322 MiB, Default
2022/04/06 00:31:15.015, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:31:16.016, Tesla T4, 77, 83 %, 52 %, 11322 MiB, Default
2022/04/06 00:31:17.017, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:31:18.018, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:31:19.019, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:31:20.020, Tesla T4, 77, 100 %, 43 %, 11322 MiB, Default
2022/04/06 00:31:21.022, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:31:22.023, Tesla T4, 77, 100 %, 45 %, 11322 MiB, Default
2022/04/06 00:31:23.024, Tesla T4, 77, 83 %, 50 %, 11322 MiB, Default
2022/04/06 00:31:24.025, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:31:25.026, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:31:26.027, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:31:27.028, Tesla T4, 77, 100 %, 59 %, 11322 MiB, Default
2022/04/06 00:31:28.029, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:31:29.031, Tesla T4, 77, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:31:30.032, Tesla T4, 77, 84 %, 44 %, 11322 MiB, Default
2022/04/06 00:31:31.033, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:31:32.034, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:31:33.035, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:31:34.037, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:31:35.038, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:31:36.039, Tesla T4, 77, 100 %, 71 %, 11322 MiB, Default
2022/04/06 00:31:37.040, Tesla T4, 77, 93 %, 50 %, 11322 MiB, Default
2022/04/06 00:31:38.042, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:31:39.042, Tesla T4, 77, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:31:40.044, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:31:41.045, Tesla T4, 77, 100 %, 42 %, 11322 MiB, Default
2022/04/06 00:31:42.046, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:31:43.048, Tesla T4, 77, 100 %, 60 %, 11322 MiB, Default
2022/04/06 00:31:44.049, Tesla T4, 77, 83 %, 51 %, 11322 MiB, Default
2022/04/06 00:31:45.050, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:31:46.051, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:31:47.053, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:31:48.053, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:31:49.055, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:31:50.056, Tesla T4, 77, 100 %, 59 %, 11322 MiB, Default
2022/04/06 00:31:51.058, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:31:52.060, Tesla T4, 77, 100 %, 36 %, 11322 MiB, Default
2022/04/06 00:31:53.061, Tesla T4, 77, 85 %, 45 %, 11322 MiB, Default
2022/04/06 00:31:54.062, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:31:55.063, Tesla T4, 77, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:31:56.064, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:31:57.066, Tesla T4, 77, 100 %, 67 %, 11322 MiB, Default
2022/04/06 00:31:58.067, Tesla T4, 77, 99 %, 39 %, 11322 MiB, Default
2022/04/06 00:31:59.068, Tesla T4, 77, 100 %, 35 %, 11322 MiB, Default
2022/04/06 00:32:00.069, Tesla T4, 77, 96 %, 41 %, 11322 MiB, Default
2022/04/06 00:32:01.070, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:02.071, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:32:03.072, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:04.073, Tesla T4, 77, 100 %, 42 %, 11322 MiB, Default
2022/04/06 00:32:05.074, Tesla T4, 76, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:06.075, Tesla T4, 77, 100 %, 44 %, 11322 MiB, Default
2022/04/06 00:32:07.076, Tesla T4, 77, 83 %, 50 %, 11322 MiB, Default
2022/04/06 00:32:08.077, Tesla T4, 77, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:32:09.078, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:10.080, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:11.081, Tesla T4, 77, 100 %, 58 %, 11322 MiB, Default
2022/04/06 00:32:12.082, Tesla T4, 76, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:13.084, Tesla T4, 77, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:32:14.085, Tesla T4, 77, 84 %, 42 %, 11322 MiB, Default
2022/04/06 00:32:15.086, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:32:16.087, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:17.089, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:18.090, Tesla T4, 77, 100 %, 67 %, 11322 MiB, Default
2022/04/06 00:32:19.090, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:20.091, Tesla T4, 77, 100 %, 60 %, 11322 MiB, Default
2022/04/06 00:32:21.093, Tesla T4, 77, 83 %, 48 %, 11322 MiB, Default
2022/04/06 00:32:22.094, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:23.096, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:32:24.096, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:25.098, Tesla T4, 77, 100 %, 42 %, 11322 MiB, Default
2022/04/06 00:32:26.099, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:27.100, Tesla T4, 77, 100 %, 44 %, 11322 MiB, Default
2022/04/06 00:32:28.100, Tesla T4, 77, 83 %, 50 %, 11322 MiB, Default
2022/04/06 00:32:29.102, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:30.103, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:32:31.103, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:32.104, Tesla T4, 77, 100 %, 59 %, 11322 MiB, Default
2022/04/06 00:32:33.105, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:34.106, Tesla T4, 77, 100 %, 64 %, 11322 MiB, Default
2022/04/06 00:32:35.107, Tesla T4, 77, 99 %, 41 %, 11322 MiB, Default
2022/04/06 00:32:36.108, Tesla T4, 77, 100 %, 37 %, 11322 MiB, Default
2022/04/06 00:32:37.110, Tesla T4, 77, 100 %, 43 %, 11322 MiB, Default
2022/04/06 00:32:38.111, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:39.112, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:32:40.113, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:41.114, Tesla T4, 77, 100 %, 57 %, 11322 MiB, Default
2022/04/06 00:32:42.115, Tesla T4, 77, 83 %, 50 %, 11322 MiB, Default
2022/04/06 00:32:43.116, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:32:44.117, Tesla T4, 77, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:32:45.118, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:46.119, Tesla T4, 77, 100 %, 49 %, 11322 MiB, Default
2022/04/06 00:32:47.120, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:32:48.121, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:32:49.122, Tesla T4, 77, 83 %, 50 %, 11322 MiB, Default
2022/04/06 00:32:50.124, Tesla T4, 77, 100 %, 35 %, 11322 MiB, Default
2022/04/06 00:32:51.125, Tesla T4, 77, 85 %, 37 %, 11322 MiB, Default
2022/04/06 00:32:52.126, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:32:53.127, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:32:54.128, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:32:55.129, Tesla T4, 77, 100 %, 67 %, 11322 MiB, Default
2022/04/06 00:32:56.130, Tesla T4, 77, 99 %, 45 %, 11322 MiB, Default
2022/04/06 00:32:57.131, Tesla T4, 77, 100 %, 37 %, 11322 MiB, Default
2022/04/06 00:32:58.132, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:32:59.133, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:33:00.133, Tesla T4, 77, 100 %, 42 %, 11322 MiB, Default
2022/04/06 00:33:01.135, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:33:02.136, Tesla T4, 77, 100 %, 65 %, 11322 MiB, Default
2022/04/06 00:33:03.137, Tesla T4, 78, 85 %, 46 %, 11322 MiB, Default
2022/04/06 00:33:04.138, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:33:05.139, Tesla T4, 77, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:33:06.139, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:33:07.141, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:33:08.141, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:33:09.142, Tesla T4, 77, 100 %, 46 %, 11322 MiB, Default
2022/04/06 00:33:10.143, Tesla T4, 76, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:33:11.145, Tesla T4, 77, 100 %, 44 %, 11322 MiB, Default
2022/04/06 00:33:12.146, Tesla T4, 77, 83 %, 50 %, 11322 MiB, Default
2022/04/06 00:33:13.147, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:33:14.148, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:33:15.149, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:33:16.150, Tesla T4, 77, 100 %, 59 %, 11322 MiB, Default
2022/04/06 00:33:17.152, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:33:18.152, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:33:19.153, Tesla T4, 77, 85 %, 46 %, 11322 MiB, Default
2022/04/06 00:33:20.154, Tesla T4, 77, 100 %, 37 %, 11322 MiB, Default
2022/04/06 00:33:21.156, Tesla T4, 77, 100 %, 42 %, 11322 MiB, Default
2022/04/06 00:33:22.157, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:33:23.158, Tesla T4, 77, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:33:24.159, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:33:25.160, Tesla T4, 77, 100 %, 55 %, 11322 MiB, Default
2022/04/06 00:33:26.161, Tesla T4, 77, 83 %, 51 %, 11322 MiB, Default
2022/04/06 00:33:27.162, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:33:28.163, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:33:29.165, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:33:30.166, Tesla T4, 77, 100 %, 44 %, 11322 MiB, Default
2022/04/06 00:33:31.168, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:33:32.169, Tesla T4, 76, 0 %, 0 %, 11322 MiB, Default
2022/04/06 00:33:33.169, Tesla T4, 75, 0 %, 0 %, 11322 MiB, Default
2022/04/06 00:33:34.171, Tesla T4, 74, 0 %, 0 %, 11322 MiB, Default
2022/04/06 00:33:35.171, Tesla T4, 74, 5 %, 0 %, 11322 MiB, Default
2022/04/06 00:33:36.172, Tesla T4, 73, 0 %, 0 %, 11322 MiB, Default
2022/04/06 00:33:37.173, Tesla T4, 73, 0 %, 0 %, 11322 MiB, Default
2022/04/06 00:33:38.174, Tesla T4, 72, 0 %, 0 %, 11322 MiB, Default
2022/04/06 00:33:39.175, Tesla T4, 72, 0 %, 0 %, 11322 MiB, Default
2022/04/06 00:33:40.201, Tesla T4, 72, 0 %, 0 %, 11322 MiB, Default
2022/04/06 00:33:41.202, Tesla T4, 72, 0 %, 0 %, 11322 MiB, Default
2022/04/06 00:33:42.203, Tesla T4, 73, 100 %, 55 %, 11322 MiB, Default
2022/04/06 00:33:43.204, Tesla T4, 74, 100 %, 42 %, 11322 MiB, Default
2022/04/06 00:33:44.205, Tesla T4, 74, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:33:45.206, Tesla T4, 75, 98 %, 51 %, 11322 MiB, Default
2022/04/06 00:33:46.207, Tesla T4, 75, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:33:47.208, Tesla T4, 75, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:33:48.209, Tesla T4, 75, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:33:49.210, Tesla T4, 76, 100 %, 43 %, 11322 MiB, Default
2022/04/06 00:33:50.211, Tesla T4, 76, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:33:51.213, Tesla T4, 76, 100 %, 47 %, 11322 MiB, Default
2022/04/06 00:33:52.214, Tesla T4, 77, 83 %, 50 %, 11322 MiB, Default
2022/04/06 00:33:53.215, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:33:54.216, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:33:55.217, Tesla T4, 78, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:33:56.218, Tesla T4, 78, 100 %, 60 %, 11322 MiB, Default
2022/04/06 00:33:57.219, Tesla T4, 78, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:33:58.219, Tesla T4, 78, 100 %, 37 %, 11322 MiB, Default
2022/04/06 00:33:59.220, Tesla T4, 79, 84 %, 47 %, 11322 MiB, Default
2022/04/06 00:34:00.222, Tesla T4, 79, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:34:01.223, Tesla T4, 79, 85 %, 38 %, 11322 MiB, Default
2022/04/06 00:34:02.224, Tesla T4, 80, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:34:03.225, Tesla T4, 80, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:34:04.226, Tesla T4, 80, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:34:05.227, Tesla T4, 80, 100 %, 59 %, 11322 MiB, Default
2022/04/06 00:34:06.228, Tesla T4, 80, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:34:07.229, Tesla T4, 81, 100 %, 35 %, 11322 MiB, Default
2022/04/06 00:34:08.230, Tesla T4, 81, 83 %, 49 %, 11322 MiB, Default
2022/04/06 00:34:09.232, Tesla T4, 81, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:34:10.232, Tesla T4, 81, 100 %, 37 %, 11322 MiB, Default
2022/04/06 00:34:11.233, Tesla T4, 81, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:34:12.235, Tesla T4, 81, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:34:13.236, Tesla T4, 81, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:34:14.237, Tesla T4, 80, 100 %, 58 %, 11322 MiB, Default
2022/04/06 00:34:15.238, Tesla T4, 80, 100 %, 36 %, 11322 MiB, Default
2022/04/06 00:34:16.239, Tesla T4, 80, 100 %, 33 %, 11322 MiB, Default
2022/04/06 00:34:17.242, Tesla T4, 80, 98 %, 40 %, 11322 MiB, Default
2022/04/06 00:34:18.243, Tesla T4, 80, 100 %, 35 %, 11322 MiB, Default
2022/04/06 00:34:19.244, Tesla T4, 79, 84 %, 36 %, 11322 MiB, Default
2022/04/06 00:34:20.245, Tesla T4, 79, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:34:21.246, Tesla T4, 79, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:34:22.248, Tesla T4, 79, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:34:23.249, Tesla T4, 79, 100 %, 59 %, 11322 MiB, Default
2022/04/06 00:34:24.251, Tesla T4, 78, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:34:25.252, Tesla T4, 78, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:34:26.253, Tesla T4, 79, 82 %, 50 %, 11322 MiB, Default
2022/04/06 00:34:27.254, Tesla T4, 78, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:34:28.255, Tesla T4, 78, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:34:29.256, Tesla T4, 78, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:34:30.257, Tesla T4, 78, 100 %, 48 %, 11322 MiB, Default
2022/04/06 00:34:31.259, Tesla T4, 78, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:34:32.260, Tesla T4, 78, 100 %, 60 %, 11322 MiB, Default
2022/04/06 00:34:33.261, Tesla T4, 78, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:34:34.262, Tesla T4, 78, 100 %, 36 %, 11322 MiB, Default
2022/04/06 00:34:35.263, Tesla T4, 77, 84 %, 43 %, 11322 MiB, Default
2022/04/06 00:34:36.264, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:34:37.265, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:34:38.266, Tesla T4, 77, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:34:39.266, Tesla T4, 77, 100 %, 67 %, 11322 MiB, Default
2022/04/06 00:34:40.268, Tesla T4, 77, 98 %, 46 %, 11322 MiB, Default
2022/04/06 00:34:41.269, Tesla T4, 77, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:34:42.270, Tesla T4, 76, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:34:43.271, Tesla T4, 76, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:34:44.272, Tesla T4, 76, 100 %, 42 %, 11322 MiB, Default
2022/04/06 00:34:45.273, Tesla T4, 76, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:34:46.275, Tesla T4, 76, 100 %, 61 %, 11322 MiB, Default
2022/04/06 00:34:47.276, Tesla T4, 76, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:34:48.276, Tesla T4, 76, 100 %, 42 %, 11322 MiB, Default
2022/04/06 00:34:49.278, Tesla T4, 76, 83 %, 50 %, 11322 MiB, Default
2022/04/06 00:34:50.279, Tesla T4, 76, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:34:51.280, Tesla T4, 76, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:34:52.283, Tesla T4, 76, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:34:53.284, Tesla T4, 75, 100 %, 69 %, 11322 MiB, Default
2022/04/06 00:34:54.285, Tesla T4, 76, 98 %, 48 %, 11322 MiB, Default
2022/04/06 00:34:55.286, Tesla T4, 76, 100 %, 42 %, 11322 MiB, Default
2022/04/06 00:34:56.287, Tesla T4, 76, 100 %, 37 %, 11322 MiB, Default
2022/04/06 00:34:57.289, Tesla T4, 76, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:34:58.291, Tesla T4, 75, 100 %, 42 %, 11322 MiB, Default
2022/04/06 00:34:59.292, Tesla T4, 75, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:35:00.293, Tesla T4, 75, 100 %, 48 %, 11322 MiB, Default
2022/04/06 00:35:01.294, Tesla T4, 76, 83 %, 50 %, 11322 MiB, Default
2022/04/06 00:35:02.296, Tesla T4, 75, 100 %, 38 %, 11322 MiB, Default
2022/04/06 00:35:03.298, Tesla T4, 76, 84 %, 41 %, 11322 MiB, Default
2022/04/06 00:35:04.299, Tesla T4, 75, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:35:05.300, Tesla T4, 75, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:35:06.302, Tesla T4, 76, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:35:07.303, Tesla T4, 76, 100 %, 70 %, 11322 MiB, Default
2022/04/06 00:35:08.304, Tesla T4, 76, 86 %, 47 %, 11322 MiB, Default
2022/04/06 00:35:09.305, Tesla T4, 76, 100 %, 42 %, 11322 MiB, Default
2022/04/06 00:35:10.306, Tesla T4, 76, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:35:11.307, Tesla T4, 76, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:35:12.309, Tesla T4, 76, 100 %, 43 %, 11322 MiB, Default
2022/04/06 00:35:13.310, Tesla T4, 76, 100 %, 39 %, 11322 MiB, Default
2022/04/06 00:35:14.311, Tesla T4, 76, 100 %, 45 %, 11322 MiB, Default
2022/04/06 00:35:15.312, Tesla T4, 76, 83 %, 51 %, 11322 MiB, Default
2022/04/06 00:35:16.313, Tesla T4, 76, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:35:17.314, Tesla T4, 76, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:35:18.315, Tesla T4, 76, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:35:19.316, Tesla T4, 76, 100 %, 41 %, 11322 MiB, Default
2022/04/06 00:35:20.318, Tesla T4, 76, 100 %, 40 %, 11322 MiB, Default
2022/04/06 00:35:21.319, Tesla T4, 76, 100 %, 68 %, 11322 MiB, Default
2022/04/06 00:35:22.320, Tesla T4, 76, 83 %, 49 %, 11322 MiB, Default
